0,0.334,0.0755,0.0755,0.334,0.068,0.109,0.08,0.1815,0.064,0.171,0.14,0.2365,0.065,0.0325,0.212,0.2365,0.1325,0.064,0.08,0,0.7505,0.06,0.166,0.0355,0.022,0.151,0.2885,0.168,0.139,0.168,0.067,0.0355,0.06,0.0185,0.0755,0.0355,0.151,0.1445,0.166,0,0.9135,0.2935,0.2755,0.1355,0.039,0.3165,0.2165,0.44,0.25,0.3505,0.248,0.0455,0.1345,0.0725,0.1345,0.0455,0.3165,0.2265,0.2165,0,0.957,0.0745,0.131,0.035,0.014,0.0615,0.131,0.0615,0.0865,0.0785,0.065,0.016,0.0475,0.014,0.0475,0.016,0.0865,0.1005,0.1135,0,0.9155,0.0685,0.0755,0.015,0.015,0.033,0.0755,0.033,0.049,0.0445,0.084,0.0285,0.049,0.013,0.0515,0.0285,0.045,0.049,0.0905
0.334,0,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.7505,0,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.7505,0.9135,0,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.9135,0.957,0,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.957,0.9155,0,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155,0.9155
0.0755,0.334,0,0.0755,0.334,0.0755,0.109,0.08,0.1815,0.0755,0.171,0.14,0.2365,0.0755,0.0755,0.212,0.2365,0.1325,0.0755,0.08,0.06,0.7505,0,0.166,0.06,0.06,0.151,0.2885,0.168,0.139,0.168,0.067,0.06,0.06,0.06,0.0755,0.06,0.151,0.1445,0.166,0.2935,0.9135,0,0.2935,0.2935,0.2935,0.3165,0.2935,0.44,0.2935,0.3505,0.2935,0.2935,0.2935,0.2935,0.2935,0.2935,0.3165,0.2935,0.2935,0.0745,0.957,0,0.131,0.0745,0.0745,0.0745,0.131,0.0745,0.0865,0.0785,0.0745,0.0745,0.0745,0.0745,0.0745,0.0745,0.0865,0.1005,0.1135,0.0685,0.9155,0,0.0755,0.0685,0.0685,0.0685,0.0755,0.0685,0.0685,0.0685,0.084,0.0685,0.0685,0.0685,0.0685,0.0685,0.0685,0.0685,0.0905
0.0755,0.334,0.0755,0,0.334,0.0755,0.109,0.08,0.1815,0.0755,0.171,0.14,0.2365,0.0755,0.0755,0.212,0.2365,0.1325,0.0755,0.08,0.166,0.7505,0.166,0,0.166,0.166,0.166,0.2885,0.168,0.166,0.168,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.166,0.2755,0.9135,0.2935,0,0.2755,0.2755,0.3165,0.2755,0.44,0.2755,0.3505,0.2755,0.2755,0.2755,0.2755,0.2755,0.2755,0.3165,0.2755,0.2755,0.131,0.957,0.131,0,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.0755,0.9155,0.0755,0,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.084,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0905
0.334,0.334,0.334,0.334,0,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.334,0.0355,0.7505,0.06,0.166,0,0.0355,0.151,0.2885,0.168,0.139,0.168,0.067,0.0355,0.06,0.0355,0.0755,0.0355,0.151,0.1445,0.166,0.1355,0.9135,0.2935,0.2755,0,0.1355,0.3165,0.2165,0.44,0.25,0.3505,0.248,0.1355,0.1355,0.1355,0.1355,0.1355,0.3165,0.2265,0.2165,0.035,0.957,0.0745,0.131,0,0.035,0.0615,0.131,0.0615,0.0865,0.0785,0.065,0.035,0.0475,0.035,0.0475,0.035,0.0865,0.1005,0.1135,0.015,0.9155,0.0685,0.0755,0,0.015,0.033,0.0755,0.033,0.049,0.0445,0.084,0.0285,0.049,0.015,0.0515,0.0285,0.045,0.049,0.0905
0.068,0.334,0.0755,0.0755,0.334,0,0.109,0.08,0.1815,0.068,0.171,0.14,0.2365,0.068,0.068,0.212,0.2365,0.1325,0.068,0.08,0.022,0.7505,0.06,0.166,0.0355,0,0.151,0.2885,0.168,0.139,0.168,0.067,0.0355,0.06,0.022,0.0755,0.0355,0.151,0.1445,0.166,0.039,0.9135,0.2935,0.2755,0.1355,0,0.3165,0.2165,0.44,0.25,0.3505,0.248,0.0455,0.1345,0.0725,0.1345,0.0455,0.3165,0.2265,0.2165,0.014,0.957,0.0745,0.131,0.035,0,0.0615,0.131,0.0615,0.0865,0.0785,0.065,0.016,0.0475,0.013,0.0475,0.016,0.0865,0.1005,0.1135,0.015,0.9155,0.0685,0.0755,0.015,0,0.033,0.0755,0.033,0.049,0.0445,0.084,0.0285,0.049,0.015,0.0515,0.0285,0.045,0.049,0.0905
0.109,0.334,0.109,0.109,0.334,0.109,0,0.109,0.1815,0.109,0.171,0.14,0.2365,0.109,0.109,0.212,0.2365,0.1325,0.109,0.109,0.151,0.7505,0.151,0.166,0.151,0.151,0,0.2885,0.168,0.151,0.168,0.151,0.151,0.151,0.151,0.151,0.151,0.151,0.151,0.166,0.3165,0.9135,0.3165,0.3165,0.3165,0.3165,0,0.3165,0.44,0.3165,0.3505,0.3165,0.3165,0.3165,0.3165,0.3165,0.3165,0.3165,0.3165,0.3165,0.0615,0.957,0.0745,0.131,0.0615,0.0615,0,0.131,0.0615,0.0865,0.0785,0.065,0.0615,0.0615,0.0615,0.0615,0.0615,0.0865,0.1005,0.1135,0.033,0.9155,0.0685,0.0755,0.033,0.033,0,0.0755,0.033,0.049,0.0445,0.084,0.033,0.049,0.033,0.0515,0.033,0.045,0.049,0.0905
0.08,0.334,0.08,0.08,0.334,0.08,0.109,0,0.1815,0.08,0.171,0.14,0.2365,0.08,0.08,0.212,0.2365,0.1325,0.08,0.08,0.2885,0.7505,0.2885,0.2885,0.2885,0.2885,0.2885,0,0.2885,0.2885,0.2885,0.2885,0.2885,0.2885,0.2885,0.2885,0.2885,0.2885,0.2885,0.2885,0.2165,0.9135,0.2935,0.2755,0.2165,0.2165,0.3165,0,0.44,0.25,0.3505,0.248,0.2165,0.2165,0.2165,0.2165,0.2165,0.3165,0.2265,0.2165,0.131,0.957,0.131,0.131,0.131,0.131,0.131,0,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.131,0.0755,0.9155,0.0755,0.0755,0.0755,0.0755,0.0755,0,0.0755,0.0755,0.0755,0.084,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0755,0.0905
0.1815,0.334,0.1815,0.1815,0.334,0.1815,0.1815,0.1815,0,0.1815,0.1815,0.1815,0.2365,0.1815,0.1815,0.212,0.2365,0.1815,0.1815,0.1815,0.168,0.7505,0.168,0.168,0.168,0.168,0.168,0.2885,0,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.168,0.44,0.9135,0.44,0.44,0.44,0.44,0.44,0.44,0,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.0615,0.957,0.0745,0.131,0.0615,0.0615,0.0615,0.131,0,0.0865,0.0785,0.065,0.0615,0.0615,0.0615,0.0615,0.0615,0.0865,0.1005,0.1135,0.033,0.9155,0.0685,0.0755,0.033,0.033,0.033,0.0755,0,0.049,0.0445,0.084,0.033,0.049,0.033,0.0515,0.033,0.045,0.049,0.0905
0.064,0.334,0.0755,0.0755,0.334,0.068,0.109,0.08,0.1815,0,0.171,0.14,0.2365,0.065,0.064,0.212,0.2365,0.1325,0.064,0.08,0.139,0.7505,0.139,0.166,0.139,0.139,0.151,0.2885,0.168,0,0.168,0.139,0.139,0.139,0.139,0.139,0.139,0.151,0.1445,0.166,0.25,0.9135,0.2935,0.2755,0.25,0.25,0.3165,0.25,0.44,0,0.3505,0.25,0.25,0.25,0.25,0.25,0.25,0.3165,0.25,0.25,0.0865,0.957,0.0865,0.131,0.0865,0.0865,0.0865,0.131,0.0865,0,0.0865,0.0865,0.0865,0.0865,0.0865,0.0865,0.0865,0.0865,0.1005,0.1135,0.049,0.9155,0.0685,0.0755,0.049,0.049,0.049,0.0755,0.049,0,0.049,0.084,0.049,0.049,0.049,0.0515,0.049,0.049,0.049,0.0905
